author,title,annotation,img_url,book_url,genre
ЕВА РИЧЧИ,Сводные. Без шанса на дружбу,"‍❤️‍ История Яна Багирова и Катерины Истоминой ‍❤️‍

Моя мама вышла замуж за хорошего мужчину. Вроде бы — счастливая история. Но, как говорится, в кажд...",https://rust.litnet.com/uploads/covers/120/1750021747_14.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Аля Драгам,В объятиях льда,"Сегодня всё случится. Понимаю это по нетерпеливым касаниям, по сбившемуся дыханию, по прерывистым фразам. Меня пугает напор моего парня, но сердце делает свой выбор...",https://rust.litnet.com/uploads/covers/120/1730185654_27.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Елена Безрукова,Плохой для хорошей,"— Ты че здесь делаешь, лупоглазая? 
— Учусь, — изогнула она одну бровь.
В блондинку перекрасилась, в аппетитную, блин, блондинку. Это уже не тот смешной рыжик в школе....",https://rust.litnet.com/uploads/covers/120/1685563338_68.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Инна Стужева,Он бесит,"Бесплатно Она - беззаботная студентка, окруженная поклонниками и уставшая от безликих скучных свиданий, он - единственный, на кого не действуют ее чары. Поспорить с ...",https://rust.litnet.com/uploads/covers/120/1578137658_99.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Дарина Вэб,Сводные. Укрощение строптивой,"– А сестрёнка-то – огонь! – облизывается Медведь.

– Губу закатай! Увижу, что подкатываешь, огребёшь! – предупреждаю один раз.

Медведь ржёт, а мне не до ш...",https://rust.litnet.com/uploads/covers/120/1748418577_7.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Мария Зайцева,Элли и Звери,"Они не сводят с меня глаз. Не отпускают. Как тогда, год назад...
Проигранный спор, обернувшийся неожиданно сладкой расплатой.
И теперь они явно хотят... Продолжения. Х...",https://rust.litnet.com/uploads/covers/120/1597507833_90.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Аделина Дэвис,"Будешь моей, недотрога","Полина - студентка, которая привыкла жить по указке родителей. Гимнастика, тренерство, учеба - она везде должна быть лучшей. Ее жизнь распланирована на годы вперёд. Н...",https://rust.litnet.com/uploads/covers/120/1747058523_35.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Мария Зайцева,Их безумие,"Он – самый плохой парень в городе! С ним нельзя связываться таким хорошим девочкам, как Керри. Нельзя. Ни за что.
Но проблема в том, что он не спрашивает ее мнения н...",https://rust.litnet.com/uploads/covers/120/1726758717_71.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Мария Зайцева,Дерзкий,"- Смотри, он покраснел! Ага, рожа красная! 
Кто-то из шутников оказывается рядом, подхватывает меня за подбородок, поднимает вверх, чтоб все смогли полюбоваться красн...",https://rust.litnet.com/uploads/covers/120/1746593097_46.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Asya Qui,Мышка в клетке,"Медленно выпрямляюсь. В ушах шумит кровь. Поднимаю голову и встречаюсь с ним взглядом.

Он обернулся. Случилось то, чего я боялась с момента, как решила вернуться.

Ст...",https://rust.litnet.com/uploads/covers/120/1745693209_76.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Маша Брежнева,Больше не будем,"Он всегда мечтал об олимпийском «золоте», но никак не о большой любви. Главный красавчик сборной Илья Сазонов был идеалом для женской половины университета и ...",https://rust.litnet.com/uploads/covers/120/1734686154_41.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Ольга Шо,Моя на спор. Богдан Яров.,"❤️- Отпусти мою руку, Богдан!
- Не отпущу,пока мы спокойно не поговорим, а это, - он кивнул на видео в мобильном телефоне, - это ничего не значит, малышка, понимаешь?
- По...",https://rust.litnet.com/uploads/covers/120/1676742453_50.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Мария Зайцева,Радужная пони для Сома,"- Малышка, боишься подойти? Затопчут? - киваю я на буфет, где дерутся из-за сосисок в тесте юристы, - давай я тебя спасу... Что хочешь? Пиццу? Сосиску? Или все вместе?

Девч...",https://rust.litnet.com/uploads/covers/120/1724516238_84.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Слава Богатых,Блондинка для мажора,"— Куда ты прешь?! Жить надоело?! 

Из шикарной спортивной машины, которая только что облила меня с ног до головы грязью, выскакивает мажор - высокий парень, на...",https://rust.litnet.com/uploads/covers/120/1743101293_87.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Виктория Вашингтон,Золото для Ворона,"Мы вынуждены жить в одной квартире.
Родители думают, что никто лучше Артемия Воронова не позаботится об их  единственной дочке в большом городе. 

Становится оче...",https://rust.litnet.com/uploads/covers/120/1672597938_67.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Шатен Галина,Мы этого не хотели,"АЛЕКСАНДР:

Я вообще этого не хотел.  Думал, мне ничего не будет стоить: завлечь девчонку, задурить её светлую голову, заставить сделать, что нужно, разбить её серд...",https://rust.litnet.com/uploads/covers/120/1748246750_96.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
"Рая Барская, Аелла Мэл",Спёр? Теперь женись!,"Он – воплощение власти и контроля. Самоуверенный, как бог, и наглый, как чёрт. Тиран университетского мира, привыкший к безоговорочному подчинению. Его слово – зако...",https://rust.litnet.com/uploads/covers/120/1747765353_31.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Анель Ромазова,Научи меня плохому,"Ариэль:
«С парнями я общаюсь только вирт.»

Да? Почему так? Обидел кто-то? Покажи мне его, и он дышать мгновенно перестанет.

Нептун:
« Могу помочь в обнулении. ...",https://rust.litnet.com/uploads/covers/120/1745975745_52.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Ая Сашина,Любить тебя ад,"-Напоминаю, нам, как всегда в новом учебном году, предстоит очень важное дело… Посвящение! Для начала выберем, кто на этот раз станет «королевой» университе...",https://rust.litnet.com/uploads/covers/120/1742239803_80.jpg,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Елена Безрукова,Некровный Брат,"— Эти фотографии все увидят,— сказал сводный брат. — Ты проснёшься завтра звездой, особенно, среди парней. Я скачал их на флешку.
– Зачем ты так со мной? &ndash...",https://rust.litnet.com/uploads/covers/120/1637748565_82.png,https://litnet.com/ru/book/svodnye-bez-shansa-na-druzhbu-b535271,"Молодежная проза, Студенческий роман"
Инна Стужева,Сломай меня,"❤️️ - Не глупи, - выдыхает мне в ухо мажор.

Тот самый, что на протяжении месяца пытается сломать меня и подчинить своей воле.

Извращенной воле. Непонятной, пугающ...",https://rust.litnet.com/uploads/covers/120/1735013915_57.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Даша Коэн,Спонсор твоей одержимости,"БЕСТСЕЛЛЕР!
СКОРО ФИНАЛ!

🔥— Это же тот самый парень, который набросился на тебя в клубе и чуть не сожрал, да? — шепчет мне подруга на ухо, а я вздрагиваю. 
—...",https://rust.litnet.com/uploads/covers/120/1740258097_47.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Марина Кистяева,Мы друг друга не выбирали,"Он преследовал её со школьной скамьи. Каждый её вздох был под его контролем. Он загонял её в угол. И, казалось, он был наивысшем злом. 
Так считала Алексия, пока в го...",https://rust.litnet.com/uploads/covers/120/1747542760_46.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Татьяна Никандрова,Бесчувственный. Сердце на части,"– Так и будем играть в кошки-мышки? – в тишине кухни его голос звучит как выстрел.
– Что?.. – вздрогнув всем телом, оглядываюсь.
– Не прикидывайся дурочко...",https://rust.litnet.com/uploads/covers/120/1745902264_16.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Ольга Джокер,Онлайн,"«Сходим куда-то?»

Сердце заходится. В моих руках телефон подруги. И я читаю адресованное ей сообщение от парня, в которого влюблена.

С усилием отрываю взгляд о...",https://rust.litnet.com/uploads/covers/120/1748441695_39.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Инна Стужева,Ответишь за все,"Этот беспринципный и наглый мажор достает меня еще со средней школы.

И с каждым днем его попытки унизить и растоптать меня становится все искуснее и изощреннее.

- Т...",https://rust.litnet.com/uploads/covers/120/1748847926_36.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Мария Зайцева,Играть... в тебя,"— Не трогай меня! Я даже разговаривать с тобой больше не хочу!
— Вот как? А раньше тебе все нравилось. И как разговаривал. И как трогал. 
— Это было до того, к...",https://rust.litnet.com/uploads/covers/120/1747992104_90.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Алайна Салах,Элита,"— Смотри и запоминай. Мужчина во главе стола — это хозяин дома. Слева — его жена. Вон тот долговязый, который развалился на стуле, — пасынок Вилена Констан...",https://rust.litnet.com/uploads/covers/120/1741626381_32.jpeg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Дина Ареева,Спорю на девочку,"— Э... как тебя? — как же ее правда?
— Яна... — хлопает ресницами .
Точно, Яна. Надо записать , а то палевно каждый раз спрашивать.
— Ян, у тебя ручка есть? — ...",https://rust.litnet.com/uploads/covers/120/1739146512_63.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Кристина Майер,"Ну что, познакомимся заново?","Лютаев был моей любовью, нерушимой стеной, за которой я могла спрятаться от любой бури, а потом не поверил… предал… изменил! Шесть лет нас разделяли разные го...",https://rust.litnet.com/uploads/covers/120/1744788678_2.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Asti Brams,Выбрал тебя,"Он – гроза улиц. С ним не рискуют связываться даже самые смелые парни, но я решила, что мне нечего бояться. Думала, что влюбила в себя хулигана, ведь со мной он был с...",https://rust.litnet.com/uploads/covers/120/1735844794_43.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Диана Рымарь,Как они ее делили,"Когда мне было пятнадцать, мы с мамой переехали в другой город. Я попала в новый класс, где местными богами слыли близнецы Григорян. Эти парни мнили о себе невесть чт...",https://rust.litnet.com/uploads/covers/120/1746286393_20.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Мария Высоцкая ,Он поспорил на тебя,"— Глебыч, Ростовецкая слишком борзая стала. Не кажется? — спрашивает Герман.
Мы как два осла пялимся Алиске вслед.
— Надо проучить, — киваю. — Месяц — ...",https://rust.litnet.com/uploads/covers/120/1741809335_22.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Мария Зайцева,Ты - наша,"— Я… Пойду…
Голос не слушается, колени подкашиваются. Они слишком близко, дышать сложно. И взгляды, жесткие, тяжелые, давят к полу, не пускают. 
— Куда? &m...",https://rust.litnet.com/uploads/covers/120/1715888607_54.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Юлианна Орлова,Папе не скажем,"— Едем на ужин, и ты потом загладишь свою вину передо мной и моей разбитой новой машиной, — брюнет снимает солнцезащитные очки и ослепляет меня яркими голубыми...",https://rust.litnet.com/uploads/covers/120/1747365630_40.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Tommy Glub,Мои ночные кошмары,"БУКТРЕЙЛЕР! НОВИНКА АВТОРА Ангел для Демонов: https://litnet.com/shrt/9rtb

Я люблю его.

А он любит меня.

Он снится мне по ночам. 

Когда он смотрит на меня, я ощущаю, наско...",https://rust.litnet.com/uploads/covers/120/1740080825_33.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Юлианна Орлова,Мажор и простушка,"—Так что, Орлова? Готова к урокам полового воспитания? 
—Даня, прекрати, это не смешно! — отмахиваюсь от него, а он мою руку перехватывает и тянет к груди. О...",https://rust.litnet.com/uploads/covers/120/1730322284_40.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Мария Зайцева,"Ну привет, заучка...","- Зараза, ходит тут, задом своим целлюлитным трясет... - пробормотал он злобно, и только я собиралась сказать, чтоб отпустил, и нечего меня за этот самый целлюлютный за...",https://rust.litnet.com/uploads/covers/120/1598986267_66.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Екатерина Юдина ,"Давай, расплачивайся","- И как ты будешь расплачиваться? На коленях? 

Он - боль и жестокость в одном лице. Желание всех девушек университета и самый отбитый ублюдок. Я - ничтожество. Во вс...",https://rust.litnet.com/uploads/covers/120/1736330320_40.jpg,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Ария Гесс,Бывшие. Девочка бандита,"— Скучала, сладкая? — с нотками презрения кидает он.
— Оставь меня! Уходи!
Он тихо смеётся.
Не могу поверить, что когда-то я жила этим человеком, дышала им, ве...",https://rust.litnet.com/uploads/covers/120/1743327800_84.png,https://litnet.com/ru/book/slomai-menya-b507987,"Молодежная проза, Студенческий роман"
Рита Адамова,Сводный соблазн для мажора,"- Странная эскортница… конкурсами мужиков развлекает, - друг озадаченно чешет в затылке.
Рычу сквозь зубы, глядя на красивую блондинку в короткой юбке. Она скаче...",https://rust.litnet.com/uploads/covers/120/1747340045_35.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Людмила Сладкова,Закон притяжения. Его студентка,"Что сравнится с отчаянием от неразделенной любви? 
Лишь ненависть, взращённая на ее… осколках! 
Он – ее бывший учитель. Холодный. Неприступный.
Она – дура, поддавш...",https://rust.litnet.com/uploads/covers/120/1620430357_48.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Кристина Зайцева,Собственность мажора,"Мой сводный брат настоящий болван. Со мной он грубый и жесткий, я не могу выдержать даже пяти минут в его обществе, но когда на меня обращает внимание капитан универ...",https://rust.litnet.com/uploads/covers/120/1648649154_65.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Рита Навьер,Искупление,"Продолжение ""Никто об этом не узнает""
После описываемых в первой книге событий прошло чуть менее двух лет.


 ...",https://rust.litnet.com/uploads/covers/120/1527075860_59.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Алина Ланская,Победить Викторию,"Я - Вика Туева. В свои 20 я точно знаю, что хорошо и что плохо. Я не намерена отступать от своих принципов. Я никогда не прощу предательство и не стану частью новой семь...",https://rust.litnet.com/uploads/covers/120/1559282170_43.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
"Салиева Александра, Анастасия Пырченкова",Сводные. Разреши любить,"Мстислав Климов — самоуверенный и наглый тип, но я влюбилась в него с первого взгляда. К тому же он никогда не сдаётся, всегда получает то, чего желает. И желает эт...",https://rust.litnet.com/uploads/covers/120/1740770846_84.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Юлия Нейер,Мажор под прикрытием,"Это красиво. Лучше, чем на видео. Как же она танцует. Нереально манящая и желанная. Сдался. В который раз.

Не могу оторваться от окна. Просто смотрю. Жадно ловлю каж...",https://rust.litnet.com/uploads/covers/120/1748269877_66.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Анна Горбачева,Мой змей искуситель,"Дарина привыкла быть незаметной. Ее мир – это краски, холсты и тихие мечты. Но в новом городе её жизнь переворачивается с ног на голову, когда она встречает Артёма...",https://rust.litnet.com/uploads/covers/120/1749039293_92.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Элина Бриз,Бэмби для грубияна,"Слышу какой-то скрежет и испуганно замираю.
 - Эй, убогая! Ты че творишь? - ко мне на всех скоростях несется какой-то блаженный в темных очках и кожанной куртке.
Я пр...",https://rust.litnet.com/uploads/covers/120/1734683342_43.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Дарья Белова,Я объявляю тебе войну,"Я новенькая в группе Матвея Градова — известного на весь институт самовлюбленного придурка. 

Наша взаимная нелюбовь с ним началась с его глупого розыгрыша в ...",https://rust.litnet.com/uploads/covers/120/1733079780_61.jpeg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Даша Черничная,"Препод, который меня...","Бесплатно!
— Слышали — у нас новый препод! Максим Аристархович Никонов! — озвучивает подруга с благоговением.
Дверь в аудиторию распахивается, и размашисты...",https://rust.litnet.com/uploads/covers/120/1725338143_8.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Валерия Сказочная,( Не) прикасайся ко мне,"Отказав наглому красавчику в баре, куда мы пошли с подругой отмечать начало студенческой жизни, я и представить не могла, что тот окажется моим преподавателем. И уж ...",https://rust.litnet.com/uploads/covers/120/1634218883_15.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Любава Алексеева,Не запрещай мне себя,"– Ты мне нужна. Веришь? Крис, ну скажи, пожалуйста, что ты мне веришь… – шепчет и смотрит пристально.

Мотаю головой. Не хочу плакать, но слёзы сами текут по ще...",https://rust.litnet.com/uploads/covers/120/1742726767_36.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Елена Безрукова,Парень подруги. Ты не для меня,"— И что ты собрался делать с этим фото? — осторожно спросила я.
Ланской ничего просто так не говорит...
— Покажу их ректору, разумеется.
Он уже сделал шаг в ст...",https://rust.litnet.com/uploads/covers/120/1621858271_94.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Яна Ланская,Loveлас,"Мне восемнадцать. Меня вырвали из моей прежней жизни и разлучили с отцом, друзьями и перевезли в другую страну. Как только я поступила в ВУЗ мечты, мама замутила с ол...",https://rust.litnet.com/uploads/covers/120/1750215137_23.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Аля Спирит,Держись крепче,Хоккей? Никогда не интересовалась. Пока не увидела его... Молодого гения льда с добрыми глазами. Он был скромен до невозможности и сбежал от меня при первой же попытк...,https://rust.litnet.com/uploads/covers/120/1749102451_11.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Инна Матвеева,Сердце бандита. Его пленница,"Друг моего парня похитил меня посреди дня. Уверяет, что отпустит, как только решит какие-то свои проблемы. Вот только сидеть на месте и верить ему на слово я не собир...",https://rust.litnet.com/uploads/covers/120/1740139518_2.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Asya Qui,Гордячка для мажора,"Беркли. Легендарный университет для богатых и привилегированных. Я выгрызла себе место здесь. Думала, это победа. Оказалось – начало войны. Здесь каждый вдох –...",https://rust.litnet.com/uploads/covers/120/1740641139_81.jpg,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Инна Разина,Приручи меня,"— Я люблю тебя, Кай, — едва не плачет очередная подружка на ночь, глядя на мое равнодушное лицо. А мне нечего ей ответить. Я просто разворачиваюсь и ухожу. Никто ...",https://rust.litnet.com/uploads/covers/120/1733244623_59.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Миранда Си,Мажор. Заставь меня поверить,"Я всего лишь случайно облила его кофе на съемочной площадке. А он решил превратить мою жизнь в ад.

Теперь он знает, где я учусь, живу и работаю.

Не понимаю, почему он ...",https://rust.litnet.com/uploads/covers/120/1740180132_74.png,https://litnet.com/ru/book/svodnyi-soblazn-dlya-mazhora-b530139,"Молодежная проза, Студенческий роман"
Виктория Вашингтон,Влюбиться в подонка,"— Ты сама в это влезла, — его голос был резким и холодным. — Теперь разгребай.

— Я… — я запнулась, не в силах продолжить.

— Никаких “я не хотела”, — его глаза свер...",https://rust.litnet.com/uploads/covers/120/1728043641_24.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
"Полли Уайт, Алая Бетти",Одержимость. Семь ночей с незнакомцем,"ИСТОРИЯ ЮЛИ И РУСЛАНА https://litnet.com/shrt/t9PR
Моя новинка https://litnet.com/shrt/SKDR

Я - обычная студентка, еле сводящая концы с концами и всеми силами пытающаяся спасти больную ...",https://rust.litnet.com/uploads/covers/120/1722331281_72.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
ЕВА РИЧЧИ,Сводные. Любовь на грани,"🖤 У романа есть БУКТРЕЙЛЕР 🖤

Желая отомстить за моего отца, мама сломала свою и мою жизнь. Я была вынуждена переехать в новый дом и познакомиться со своим сводным ...",https://rust.litnet.com/uploads/covers/120/1748951166_8.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Анна Лапина,Тайный ребенок от ректора. Оттенки прошлого,"— Где этот ребёнок?! — пугаюсь и едва не подпрыгиваю на месте от громкого рыка. — Девушка! 
Оборачиваюсь, поднимая взгляд на мужчину. Спокойно стояла и ждала свою до...",https://rust.litnet.com/uploads/covers/120/1661439059_7.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Анна Джолос,Аритмия,"❤️ Ян Абрамов. Моя первая любовь. Моя первая боль...
Наши чувства казались искренними и настоящими, однако хрупкое доверие в одночасье разбилось о предательство.
О...",https://rust.litnet.com/uploads/covers/120/1642289782_97.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Лия Блэр,I love мажора. Гад не моего романа,"Он ТОП –1 токсик всея Академии. 
Лидер «Калифорнийской пятерки» — того самого элитного сборища, от которого у всех мурашки. Парни в его присутствии пре...",https://rust.litnet.com/uploads/covers/120/1748895335_29.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Лисса Джонс,Любовь — ненависть короля школы,"Я помню мальчика, который носил мои книги. Смеялся над шутками. Защищал. Пока я не предала его.

Филипп Воронов - безжалостный капитан баскетбольной команды, лучши...",https://rust.litnet.com/uploads/covers/120/1750110066_59.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Тина Дорофеева,Мажор. Я твой капкан,"— Ты монстр, — цежу сквозь зубы.
— Ты даже не представляешь какой, — вкрадчиво произносит мажор мне на ухо. — Ну что, шапка? Погнали, грехи будешь отрабатывать…
— К-...",https://rust.litnet.com/uploads/covers/120/1745758759_94.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Рина Беж,Истинная пара. Проклятию вопреки,"САФИРА
""Добро пожаловать в Миниград!"" – читаю я текст на придорожном щите и тяжело вздыхаю. 
Новый город. Новый дом. Новая школа. 
Последнее напрягает си...",https://rust.litnet.com/uploads/covers/120/1736806018_13.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Ника Черри,Мажор для заучки,"Всю жизнь я мечтала стать преподавателем и учёным-исследователем, поэтому после окончания института поступила в аспирантуру. Я уверенно шла к своей мечте, пока на ...",https://rust.litnet.com/uploads/covers/120/1730642585_51.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Ася Сергеева,Она для меня под запретом,"Он друг моего парня. Каждая наша встреча превращается в настоящий кошмар. Мы успеваем поссориться, устроить погром и вообще не выносим друг друга. Видите ли, я посме...",https://rust.litnet.com/uploads/covers/120/1669691247_9.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Рацлава Зарецкая,Растопи его сердце,"Когда в университете появился новый преподаватель — молодой и красивый Юрий Аренин, — Карина поняла, что пропала. Этот невероятный мужчина быстро украл ее пла...",https://rust.litnet.com/uploads/covers/120/1748706261_95.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Катерина Колесница,Бес. Будешь моей,"— Спасибо, что выручил, — не смею смотреть ему в глаза.
— Ну, спасибо с губ не слижешь, — нагло заявляет Бессонов. — Отблагодаришь?
— Что? — округляю глаза и, попятив...",https://rust.litnet.com/uploads/covers/120/1745479993_100.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
"Ники Сью, Кейт Вэйл",Любовь против правил,"‍❤️‍ Стрельцов – заноза в заднице и капитан баскетбольной команды моего отца. Он звезда нашего универа и слишком плохой парень, которого обожают многие д...",https://rust.litnet.com/uploads/covers/120/1726135813_89.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Аля Драгам,Это была игра,"ЗАВЕРШЕНА

Зал для торжеств постепенно заполняется людьми. Моя мама, стоя под руку со своим будущим мужем, заметно волнуется. Она потрясающе выглядит, но всё равно п...",https://rust.litnet.com/uploads/covers/120/1724197688_4.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
Любава Алексеева,(не) Люблю,"Бесплатно ‍❤️‍

– Мне не нужны твои извинения. Отстань, просто отстань от меня, Балафин, – цедит сквозь зубы и отворачивается.

А у меня внутри электричес...",https://rust.litnet.com/uploads/covers/120/1734332645_10.jpg,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
"Богдана Любимова, Александра Пивоварова",Мистер Катастрофа,"Моя жизнь похожа на ежедневное сражение, я разрываюсь между учебой и работой, чтобы доказать отцу, что я чего-то стою, чтобы доказать себе, что я способна на большее. ...",https://rust.litnet.com/uploads/covers/120/1609661375_68.png,https://litnet.com/ru/book/vlyubitsya-v-podonka-b495628,"Молодежная проза, Студенческий роман"
